criteria_id,competency_id,criteria_text,sort_order
3ed7f825-cf88-4118-987f-9d2a65692c28,1af55253-0287-4067-8feb-9d2f3d377208,Report or disclose any breaches of accountability as required,4
c2bd54ec-70c3-4f6c-b02f-65b302ddeff8,1af55253-0287-4067-8feb-9d2f3d377208,"Establish processes for identifying and addressing issues for which parties are to be held accountable, such as a digital health independent review board (IRB) (not the IRB for research)",5
8ce5ab1b-4712-496c-b026-4a4226a8e96a,1af55253-0287-4067-8feb-9d2f3d377208,Respond to breaches of accountability according to the process and mechanisms in place,6
c42b037b-0e21-41af-8bec-04f038903dfe,1af55253-0287-4067-8feb-9d2f3d377208,Support accountability mechanisms throughout the digital health system life cycle when under pressure,7
d1e543c0-9195-4cdc-b540-7ba1ab4c36f8,bf723ed7-edee-4237-87fd-fd7679d2eed6,"Describe health equity, health inequality, and the social determinants of health cited by WHO and other health institutions",1
b113c8bf-ffb5-4e7a-9f39-d709a41718aa,bf723ed7-edee-4237-87fd-fd7679d2eed6,"Describe the human right to health and gender equality, disability inclusion and other categories of bias based on identity including sexuality, age, class, race, caste, religion, language",2
2eec7017-4561-46ca-9a39-bd4d8dcf6126,bf723ed7-edee-4237-87fd-fd7679d2eed6,Describe the impacts of multiple and intersecting forms of discrimination on health and the ethical implications of developing and deploying digital solutions without considering equity,3
950e4be1-316c-4146-ad42-d20fa7b6d555,bf723ed7-edee-4237-87fd-fd7679d2eed6,"Summarize the digital divide: its history, why it exists, and types of divides such as: * Availability - lack of internet, power, computers, phones, etc * Affordability * Quality of service * Relevance (cultural / local relevance) * Digital literacy and education at all ages * Gender (e.g. technology viewed as a male field; male head of household controls the mobile phone)",4
d6a75633-1ba0-4612-bf8d-59ca742580f0,bf723ed7-edee-4237-87fd-fd7679d2eed6,Apply the Principles for Digital Development to ensure digital health solution is sustainable and inclusive,5
713db486-e8bd-4fbb-9c9b-dde34bb59e22,bf723ed7-edee-4237-87fd-fd7679d2eed6,"Explain how technology is not neutral: it can have political effects and reinforce social hierarchies and biases, societal or political power structures, intentionally or not; it can create or exacerbate inequalities and power asymmetries, all of which affects who benefits from digital health-enabled services (e.g. EMRs implemented only in higher resource areas where there is reliable power and internet (digital redlining); those who can afford smartphones vs those who do not)",6
2d0c9298-6350-45e2-97bd-b478fecaf077,bf723ed7-edee-4237-87fd-fd7679d2eed6,"Recognize that the dominance of a few Global North companies in business tech software such as email, office software and cloud services creates dependencies and therefore vulnerabilities",7
0084a664-1c48-49b3-900d-c82b64f088ce,bf723ed7-edee-4237-87fd-fd7679d2eed6,"Describe the concept of digital colonialism, digital and data sovereignty, which includes data exploitation (e.g. WorldCoin), extractive data collection and data labeling in low-wage countries to train AI, to the transfer of mineral wealth from the Global South to produce electronics",8
0da76e21-63fa-4b52-bac2-145144cbcb37,2fecd3e8-8165-4da9-a8fb-08b3951d58f4,"Describe the historic and contemporary socio-cultural context, practices and beliefs that can bias decisions and evidence.",1
889ea562-e2bc-489b-9365-5575c4ba4b52,2fecd3e8-8165-4da9-a8fb-08b3951d58f4,"Articulate the mechanisms of how historical and contemporary socio-cultural bias may be embedded explicitly or implicitly in primary and secondary data sources and algorithms being used in digital health (e.g., variable definitions, variables included or excluded, rationale or evidence used to justify inclusion/exclusion of variables, data gathering processes, and data use) and lead to harms and exclusions by sociocultural biased decisions of digital health algorithms.",2
c3142cc3-58fe-48ca-8b4a-940aeed965b5,2fecd3e8-8165-4da9-a8fb-08b3951d58f4,"Identify how digital health and AI solutions, models and algorithms designed for and/or based on data from the Global North may not give relevant or correct results for the LMIC context",3
79afeaf4-9021-45ba-ac6a-7e70763675ae,9d4b46a7-0e8c-4e48-b062-bde8f1148b06,"Recognize risks and harms to individuals, groups and systems from socio-cultural bias and discrimination embedded or encoded in digital health (including AI) design, testing, training, and implementation which can impact clinical decision-making, patient care (clinician understanding of patients’ needs, clinician-patient interactions, and quality of care provided to patients), service delivery, resource allocation, patient outcomes for populations that experience sociocultural bias, and overall society when there is uneven burden of disease across populations",1
3b9a7038-b787-47e0-b9e7-926b14b2a27e,9d4b46a7-0e8c-4e48-b062-bde8f1148b06,"Identify determinants of access to a given digital health offering among members of the public (e.g. rural vs urban, socioeconomic status).",2
a082f333-2e52-48e6-a58b-436baec2ce4f,9d4b46a7-0e8c-4e48-b062-bde8f1148b06,Identify design and performance requirements to ensure it is accessible to the end users using methods that engage the intended end users,3
cd98d67b-424c-4706-96c3-7dfe444a8476,9d4b46a7-0e8c-4e48-b062-bde8f1148b06,"Identify technological supports and institutional and structural factors (e.g., internet/mobile network availability, device charge locations) and non-technological supports (e.g., cost, health and digital literacy training) necessary for the public to access and use a digital health solution and devices and which can facilitate or create barriers to these determinant of access and use of digital health",4
fc34249a-4798-404a-91c2-aba5f94a15f6,3d9b1815-54ad-4537-9f90-40b981dd526f,"Employ socio-cultural approaches for designing and building equitable digital health systems and minimizing the possible risks and harms, thereby creating socio-cultural awareness, such as:",1
c7eaac78-baa4-43a4-8862-3942d4eef325,3d9b1815-54ad-4537-9f90-40b981dd526f,"- consult diverse stakeholders throughout the life cycle, from concept to maintenance and monitoring; - leverage intermediaries who have a closer relationship to the beneficiary, client or patient to act as explainers and liaisons like CHWs, midwives, village leaders - adopt participatory, human-centered design, e.g. design with and by community members, not for them",2
d8d7d020-bb2a-49aa-a0f2-654085f1e9c3,3d9b1815-54ad-4537-9f90-40b981dd526f,"Use an intersectoral approach to mitigate against the impact of multiple and intersecting factors of vulnerability (gender, disability, age, ethnicity and other factors of discrimination) on the use of digital health and whether it impacts health equity and outcomes",3
9e8d7d12-c7bd-487b-a0b4-986c156d810c,3d9b1815-54ad-4537-9f90-40b981dd526f,"Apply the basic ethical principles in the Belmont Report to identify the ethical implications of not using digital health in a way that supports care in an equitable manner (e.g., the “do no harm” component of beneficence, the unequal treatment component of justice)",4
c90b282b-184f-479c-8420-ef452f122a78,3d9b1815-54ad-4537-9f90-40b981dd526f,"Incorporate ethical evaluation into the entire development lifecycle, using specific technical approaches commonly cited for AI (only a subset is suggested as this is an evolving field): - model cards - RLHF - reinforcement learning with human feedback - red teaming - algorithmic audits - federated learning - edge AI",5
5b171fb2-258e-4adb-9189-90f879bee6aa,3d9b1815-54ad-4537-9f90-40b981dd526f,"Use frameworks, tools, and platforms for testing responsible AI (subset provided as this is an evolving field): - NIST AI Risk Management Framework - Singapore AI Verify - private companies that offer responsible AI validation platforms",6
677af1ad-8bd8-400c-81d8-e3aa568a248e,3d9b1815-54ad-4537-9f90-40b981dd526f,Investigate newer technologies and approaches such as data trusts and blockchain as methods for ensuring data integrity and transparency for the appropriate use case,7
0f15c16d-59f0-45d3-a0f0-db2e073ea10f,3d9b1815-54ad-4537-9f90-40b981dd526f,"Acquire funds to address digital inequity which will exacerbate health inequities, such as: - invest in resilient local digital infrastructure (connectivity, power, redundancy) - invest in local digital health and AI staff skills building and companies",8
d1be33d3-86f4-46b3-80f3-1aac03a76bb5,3d9b1815-54ad-4537-9f90-40b981dd526f,"Apply inclusive/universal design: design for all people, all abilities, flexible and adaptible",9
05ebb109-3804-4238-bd35-e8e23861beaa,bc70bf5b-ae75-4584-af33-dead72520f3c,"Identify privacy and surveillance risks from biometric identification tools such as facial recognition, fingerprint ID, GPS tracking",1
9680a68c-df55-4166-82c5-926a2059894b,d2e63996-b8dc-4ed1-a570-999fe7a001ce,Conduct process for obtaining informed consent,1
9d9b8e4f-68a8-41fe-adca-37d98d7eb782,4bbb0816-2515-4957-99d1-b99595dec2a4,"Maintain administrative, technical, and physical safeguards for authorization",1
59026e65-0621-4fb9-bb2b-ebd8f05a99c4,1ad79480-15bd-4089-8ed7-bde8a8801d9f,Establish security audit process,1
80b56993-2558-4098-a663-18aa193996a5,a3e93211-cf9f-41b4-88e8-75c8a1878e90,"Navigate the balance the privacy and security of health information and data with improved healthcare delivery, health technology development, health system management, and resource utilization",1
f0ebf5d7-e908-4e97-b57e-bf95c8c1ac20,f5d4c0a8-9bc2-4c8e-a624-388728f05210,Assess blind spots for harm prevention,1
f4a468c5-7275-41d2-aa29-d6ab875acae0,f5d4c0a8-9bc2-4c8e-a624-388728f05210,Adhere to ethical principles in implementation and development of digital health tools,2
27a0a81c-a8a2-4e2c-bc69-98d2c30219a6,6f36b3b6-0324-4560-891d-7106aa7ad08b,"Acts with honesty, integrity and transparency",1
1da6f1fa-9b0f-4280-82d3-f510ccd3c77f,6f36b3b6-0324-4560-891d-7106aa7ad08b,"Upholds legal and ethical principles, including capacity, confidentiality, consent, conflict of interest, duty of care, dignity, privacy and safeguarding",2
8cbcb18b-f601-4dce-a5f1-552f23e15f37,6f36b3b6-0324-4560-891d-7106aa7ad08b,Consults with others in situations with ethical implications,3
95df3efc-f97e-4612-89a8-302850cf7c44,6f36b3b6-0324-4560-891d-7106aa7ad08b,Refuses individual gifts or other forms of influence intended to coerce or invite personal favour,4
38d575cf-027c-401e-bd34-193b17eaad8a,40f08005-5151-4731-bff9-21f933104bec,Supports people to develop their health literacy,1
b83d85ea-3897-4d62-bf93-1ae4200c428f,40f08005-5151-4731-bff9-21f933104bec,"Demonstrates respect for the autonomy, goals, perspectives, preferences, priorities and rights of individuals, caregivers, families and communities",2
9f32ab32-9e5d-4bec-a01e-218741a04b60,40f08005-5151-4731-bff9-21f933104bec,Supports people to develop strategies or access tools to manage their own health and well-being,3
52494ca5-d3d0-4779-8182-a3889b32ecaf,ac8be170-854a-4a92-b99a-9f325b2b2449,"Demonstrates compassion, empathy and respect for all people",1
d45505e8-9c07-4905-abe7-684193337681,ac8be170-854a-4a92-b99a-9f325b2b2449,"Adopts an approach to practice that is non-blaming, non-discriminatory, non-judgemental and non-stigmatizing",2
fb830341-9253-4eb7-968d-4f6f33ff045b,ac8be170-854a-4a92-b99a-9f325b2b2449,"Maintains self-awareness around own beliefs, biases, emotional responses and values",3
1141cd3f-848d-4aff-af99-71bb47ab50eb,ac8be170-854a-4a92-b99a-9f325b2b2449,Demonstrates cultural sensitivity,4
c87dc172-c88f-4e4e-96ba-212b720ffd3e,ac8be170-854a-4a92-b99a-9f325b2b2449,Embraces individual differences and cultural diversity,5
b59002f1-c504-40f6-8eef-8e6e8b85ec00,ac8be170-854a-4a92-b99a-9f325b2b2449,"Challenges the causes and consequences of discrimination, exclusion, prejudice, stigma and other barriers to accessing and utilizing health services",6
b54f65cf-f2a0-48d5-9aa3-8126ff485e51,ea5deab2-4b75-4a41-bc0b-59d40c537c00,"Supports people to challenge or address their economic, environmental, political and social determinants of health",1
8c19270b-9b91-40df-ac34-190b7b5da0d1,ea5deab2-4b75-4a41-bc0b-59d40c537c00,Supports people to manage their health within health system constraints and their determinants of health,2
b5193583-de77-4044-bf64-cceb8d063abf,ea5deab2-4b75-4a41-bc0b-59d40c537c00,"Incorporates health promotion and disability, disease and injury prevention into interactions",3
033ed341-9737-4b45-ba13-cc74b1e7555a,ea5deab2-4b75-4a41-bc0b-59d40c537c00,"Supports individuals, caregivers, families and communities to adopt healthy behaviours",4
4e7ef4ca-f549-4ef9-b779-b7b63ed63438,ea5deab2-4b75-4a41-bc0b-59d40c537c00,Contributes to protecting vulnerable populations,5
7c824297-4325-4a82-a0c2-355b151e6a10,8db63e88-2a47-4844-9199-e3d4994993ad,"Adheres to safety protocols that avoid adverse events, health care errors, and incidents of harm and unsafe practice",1
285c3a2e-0767-46cb-85f6-679be61b998b,8db63e88-2a47-4844-9199-e3d4994993ad,Learns from what works and what has not gone well,2
f8d68aed-10eb-4003-b22f-4a2bfde7f5cd,8db63e88-2a47-4844-9199-e3d4994993ad,Offers suggestions for improvement to address identified problems,3
0cd7431f-d022-44b4-96bb-eb0a66bc946e,8db63e88-2a47-4844-9199-e3d4994993ad,Participates in quality measurement and continuous quality improvement processes,4
c8280215-ed4d-4268-b632-015bf594bed2,acd530ff-1609-4c1d-87f0-f574b7db73a6,"Understand historical and contemporary examples of health IT interventions and programs that have been sustainable and sustainable, intervention/program management factors that contributed to (un)sustainability, and the ethical and equity factors that contributed to program sustainability success or failure, especially within developing countries and communities that are systematically underserved and marginalized",1
ed2d6daf-bf4d-4b94-85fb-fcb804a8424f,acd530ff-1609-4c1d-87f0-f574b7db73a6,"Identify relevant health IT, digital equity, and/or program sustainability frameworks and strategies to identify factors that are key contributors to sustainability and that can be used to develop new inverventions/programs or evaluate and improve existing interventions/programs, especaially from an ethical and equity perspective",2
f52c3244-7309-4b3b-bc45-1487b252c4e0,b968df58-268a-4d80-8a1e-098785b5f80e,"Identify mechanisms in which health information technologies contribute to climate change and enviornmental disasters, such as the intensive resources needed to power digital and AI infrastructure; and the digital value chain from the extraction of critical minerals to the dumping of e-waste",1
36eb3d3d-ec95-43bf-851f-4e118e0fbe6d,b968df58-268a-4d80-8a1e-098785b5f80e,"Identify how climate and enviornmental hazzards can negatively impact access to and functioning of health IT, especially for satety net/public healthcare organizations and populations that are disproportionately impacted by climate change and enviornmental disasters",2
498a4133-0caf-476c-8145-d07266122416,b968df58-268a-4d80-8a1e-098785b5f80e,Identify strategies to support health IT resilliance to climate change and enironmental disasters,3
820a6659-1e64-4152-bf85-33e351054621,8a4a66b6-9198-4df9-9c33-fc5d5968d466,Identify mechanisms in which health information technologies can mitigate climate change,1
8f36fd03-abca-4149-bdbe-09b714ff5c08,8a4a66b6-9198-4df9-9c33-fc5d5968d466,Identify strategies for using health IT to support disaster preparadness and disaster responses that are equitable especially among populatons disproportionatley impacted by climate change and enviornmental disasters,2
6eb94cec-9a27-4042-8c0b-ef1b5d120018,7474a25e-7929-4074-8a5a-873e7779e79a,Conduct horizon/foresight scanning of events,1
8c09f4d2-db54-4b59-ad8d-46d3f1a33bfc,7474a25e-7929-4074-8a5a-873e7779e79a,Identify emerging issues for digital health,2
63ef5145-b45a-4119-8a8a-1d171fb407a8,7474a25e-7929-4074-8a5a-873e7779e79a,"Clearly define the problem, objective/goal and scope of the proposed policy, regulation or governance",3
9827c65b-70ea-4518-8d2f-cdf1eee765b2,7474a25e-7929-4074-8a5a-873e7779e79a,Produce an analysis of evidence needs and gaps to inform further action,4
ecdf7da7-aa09-4bd0-89df-45db3bd25000,7474a25e-7929-4074-8a5a-873e7779e79a,Gather evidence to frame the issue or fill knowlege gaps,5
803e09ce-7149-43b7-8d97-208feb829ddd,7474a25e-7929-4074-8a5a-873e7779e79a,"Analyze the regulatory or policy impact for digital health within the given context/institution of new action plans, agendas, agreements, blueprints, master plans, mechanisms, roadmaps and strategies such as WHO Global Strategy on Digital Health, Global Financing Facility (GFF), International Health Regulations, Africa Health Strategy 2016–2030 (African Union), Asia Pacific Health Security Action Framework (APHSAF), etc.",6
dd7d6400-3220-406b-83a9-2fe9c2d34468,7474a25e-7929-4074-8a5a-873e7779e79a,"Analyze implications for digital health of existing, new or revised policies, regulations or governance such as those for AI, data privacy and protection; digital and data sovereignty; product and service liability; information transparency; human rights, IP/copyright law, cybersecurity.",7
30f3bdf8-12c7-41fa-b93b-351df51a5d74,7474a25e-7929-4074-8a5a-873e7779e79a,"Prepare briefings and speeches related to digital health using plain language, analogies, storytelling and other techniques to explain technical concepts in a clear, relatable and succinct way (should last part go in Comms & Collab?)",8
068f3ed4-c545-4771-97d2-a9ba3f591ee1,36b482bd-e906-4f1d-a68e-bd06e971968b,"Study multiple strategies to identify the optimum policy, regulation or governance approach",1
549a3842-f24e-45d0-acfd-18977d1cbd0b,36b482bd-e906-4f1d-a68e-bd06e971968b,"Advise or design options or interventions fit to sustainably address a policy, regulatory or governance issue, applying best available evidence and data as well as latest design methods.",2
501a349e-ce11-4295-aa5f-d7dcc5b5d331,36b482bd-e906-4f1d-a68e-bd06e971968b,"Plan, design, and execute an evaluation of a policy, regulatory or governance intervention",3
bd9cb025-7343-4dd0-835d-06d21a2b6233,36b482bd-e906-4f1d-a68e-bd06e971968b,"Use a regulatory sandbox to test regulations during their drafting or development, providing a safe space for experimentation with digital health solutions and regulatory learning before regulations are finalized or broadly implemented",4
2c5aea9d-3de9-4a5f-a7a1-5160f27b1930,36b482bd-e906-4f1d-a68e-bd06e971968b,"Articulate the digital health implications of the options, including evidence, trade-offs, spill-over effects, limitations and uncertainties, comprehensively and accurately.",5
68bed611-ef9f-4a27-81a7-79fd2b53c304,36b482bd-e906-4f1d-a68e-bd06e971968b,"Align with digital health strategy at the organization, local, or national level and/or international level such as WHO Digital Health Strategy",6
93186433-9107-4f0c-bf67-36d98628a2d5,36b482bd-e906-4f1d-a68e-bd06e971968b,"Integrate lessons, best practices and exemplars in digital health into draft policies, regulations, or governance mechanisms",7
e3214b02-54e4-4e4f-abbf-9cc3ff32dc72,36b482bd-e906-4f1d-a68e-bd06e971968b,"Consult diverse stakeholder and expert groups, such as other digital and data governance bodies, health informatics associations, digital health communities of practice, NGO implementers, the private sector, ICT and telecom sector and others (e.g. legal, finance and education sectors) as relevant to gather input, feedback and gain buy-in.",8
a1f00a8b-53a5-45d3-9d08-f3522b2d0c22,af5cf126-e854-4bc9-9aae-6984814ff5cc,"Obtain resources for implementation (human, financial, physical)",1
6d3513b6-f848-441f-8709-87aacb27b33d,af5cf126-e854-4bc9-9aae-6984814ff5cc,"Procure necessary digital technologies, systems and service contracts to support the new policy, regulation or governance mechanism",2
89becf72-0aee-4f05-a62b-4bfa1baa21c4,af5cf126-e854-4bc9-9aae-6984814ff5cc,"Establish separate governance and oversight body, governing structure and processes (may be external)",3
9ce38cab-23a9-4795-8afb-1cbf5548db9d,af5cf126-e854-4bc9-9aae-6984814ff5cc,"Disseminate, inform and educate on policy, regulation or governance mechanisms especially with stakeholders such as the health and digital health leaders in the health system, private sector, other digital and data governance bodies, health informatics associations, NGO implementers, digital health communities of practice, etc.",4
5dbbc396-e82a-4ba2-a65d-aa68a1ba9241,af5cf126-e854-4bc9-9aae-6984814ff5cc,Monitor to ensure correct and complete implementation,5
cc9b8ac9-ad12-46a5-89ec-e922f0affefb,a7c1040c-f650-479a-9c7f-9c78f8fe9da3,Applies change management methodologies to facilitate adoption,1
928c75cf-d284-4458-8510-72040e546246,a7c1040c-f650-479a-9c7f-9c78f8fe9da3,"Sets accountability standards and performance expectations to ensure consistent adherence to policies, regulations and governance mechanisms",2
16e0dc96-e69a-4dd9-84a2-c91fa33f75df,a7c1040c-f650-479a-9c7f-9c78f8fe9da3,"Address politically sensitive areas that affect the adoption of the policy, regulation or governance area, such as data sovereignty, data ownership, privacy concerns, etc.",3
961d2bea-7518-402a-9235-fabd20b6eef7,554b6965-c95a-489e-86e4-dbf860e70cb3,"Assess the effectiveness and success of the policy, regulation or governance mechanism.",1
17bfc7f4-a423-470f-8e08-af111ccb4ec5,554b6965-c95a-489e-86e4-dbf860e70cb3,"Monitor to determine if the policy, regulation or governance mechanism can continue as is or should be updated or terminated if deemed redundant, accomplished, or ineffective, based on evidence and data (e.g. Section 230 in the US which gives companies immunity from liability for their users' online content)",2
b0141baa-9811-49e6-a79f-1ab6fa8c4f72,9eb15af3-b842-44e2-9edb-c204b468029c,Develop KPIs and reporting mechanisms,1
abfa166b-c01d-47ad-b40d-bc7942ff87aa,9eb15af3-b842-44e2-9edb-c204b468029c,Produce KPI reports,2
6657a80d-7b6a-4c0a-8f5b-263651c43425,9eb15af3-b842-44e2-9edb-c204b468029c,Develop the monitoring and compliance mechanisms,3
4045b310-6550-47b6-a5a3-90727bd51887,9eb15af3-b842-44e2-9edb-c204b468029c,Monitor compliance,4
86ff7a22-d493-4201-b665-e36508197cc2,9eb15af3-b842-44e2-9edb-c204b468029c,Support and answer questions,5
f4e3663d-0246-42b0-91ba-e0e82facdfc4,fc52ee13-80a1-466c-b58c-deba59a68054,Review processes that apply to ones' job,1
26ce4886-e337-4af2-9bd0-b950cb993108,fc52ee13-80a1-466c-b58c-deba59a68054,"Comply with any governance requirements, policies, regulations",2
b989425a-3ffb-4874-b30d-3492c1dc7408,fc52ee13-80a1-466c-b58c-deba59a68054,"Complete required training and documentation per the policies, regulations, KPis, etc.",3
6854bfbc-1576-4890-8b97-fe8ccc8dfaf4,94c69870-97e3-4999-9b3d-3f331d693c8e,Establish strategic objectives to guide long-term goals and priorities for use of digital solutions,1
d4828d55-3e31-4a2c-aee5-8e0dd28048a1,94c69870-97e3-4999-9b3d-3f331d693c8e,Conduct landscape review of digital health implementations within the given context/institution,2
ccc4cc0f-088a-4da6-a7cc-cf60f7d05325,94c69870-97e3-4999-9b3d-3f331d693c8e,Integrate technology with organizational strategies.,3
d7e18d71-8599-4364-b889-4959c98237c7,94c69870-97e3-4999-9b3d-3f331d693c8e,Develop roll out plans.,4
21c1f9ad-4431-4e11-898c-47ec059a69fc,94c69870-97e3-4999-9b3d-3f331d693c8e,Establish and Practice strategic thinking process to effectively lead the team to achieve the vision.,5
37fc0b27-b79c-49d7-aa3d-8e76cd184cd0,94c69870-97e3-4999-9b3d-3f331d693c8e,"Align the digital health strategy within the given context/institution with new action plans, agendas, agreements, blueprints, master plans, mechanisms, roadmaps and strategies such as WHO Global Strategy on Digital Health, PAHO Regional Digital Health Strategy for the Americas, Africa CDC Digital Transformation Strategy, Regional Action Framework on Digital Health in the Western Pacific, etc.",6
91986776-179b-4794-9e31-0515f115790c,cb8236f1-d6af-4ebb-bf52-56385977aec6,Plan implementation activities aligned with digital health strategy,1
7dedfc45-4fc8-4a1e-9d8b-a66a728ae4c5,cb8236f1-d6af-4ebb-bf52-56385977aec6,Identify and allocate resources required for implementation activities,2
6390a922-e14e-4ef3-8cb1-564bed108898,cb8236f1-d6af-4ebb-bf52-56385977aec6,Lead and manage digital health initatives according to implementation plan,3
6c1992cc-a868-4362-b62a-e9308566c817,8dafc647-46f2-4cb1-9ea6-f2dbdd29c238,Sensitize the digital health strategies to the relevant stakeholders of the organization,1
7610b39c-661f-448f-b5a7-b2e7e7b4c067,8dafc647-46f2-4cb1-9ea6-f2dbdd29c238,"(Some keywords to use, communicate, identify the stakeholders, reflect in actions and policies)",2
8738a3e0-2ed3-4194-bafe-91dec6703b1f,8dafc647-46f2-4cb1-9ea6-f2dbdd29c238,"Adapt existing or create new health and ICT policies, frameworks, etc. in accordance with the digital health strategies.",3
36825e59-fc05-4118-8574-3e301d277e3c,8dafc647-46f2-4cb1-9ea6-f2dbdd29c238,Facilitate the change management process necessary to implement the digital health strategies within the organization (Special note: Diffusion of the digital health strategies from one entity to another should be part of the process),4
8abae892-6cbd-4276-b313-df5790a53003,a8e8e96e-17d9-4dbc-8cc1-273810a6fb08,Develop monitoring and evaluation lifecycle and KPIs,1
d8af37f9-b133-41f8-a232-f203afcf88b1,a8e8e96e-17d9-4dbc-8cc1-273810a6fb08,Define the purpose and the scope of the digital health strategy M/E mechanism,2
813c2762-524a-4711-9bf8-3502e707fcfb,a8e8e96e-17d9-4dbc-8cc1-273810a6fb08,Identify an appropriate framework to monitor and evaluate the digital health strategy,3
725cbe71-3a16-445a-b64b-81e314e57898,a8e8e96e-17d9-4dbc-8cc1-273810a6fb08,Develop a logic model for the digital health strategy implementation,4
64a2f563-2721-4bd9-92a4-d99f65013143,a8e8e96e-17d9-4dbc-8cc1-273810a6fb08,Determine what key performance indicators need to be monitored to evaluate the digital health strategy,5
2747be6a-23e8-4b2c-8ea1-3e424add3d1c,a8e8e96e-17d9-4dbc-8cc1-273810a6fb08,Collect and analyze data keeping in mind the specific requirements for dissemination and reporting,6
57da7207-6230-442b-8c7d-7aa5d85574e7,a8e8e96e-17d9-4dbc-8cc1-273810a6fb08,Leverage the data to make course corrections and refinements.,7
1c079b22-ca8a-4d61-a25d-a7b095e6e615,5ea2971c-4aee-48fa-9f99-e194ef3bf84b,Develop and implement a negotiation strategy for a policy initiative.,1
11b972fd-9b3e-41a8-aaca-0aed1f4c9b09,5ea2971c-4aee-48fa-9f99-e194ef3bf84b,Communicate effectively at the negotiation table and outside.,2
c6622f50-b955-4caf-b72d-afa80f2970cd,5ea2971c-4aee-48fa-9f99-e194ef3bf84b,"Create, convey and rebut arguments.",3
af6435dc-8ce8-4711-a662-f431c702a5eb,8218e065-6610-4a29-b085-428ba0d48e38,"Anticipate technological trends alongside global health and other trends (e.g. economic, environmental, demographic)",1
983610b0-97a6-405a-a545-0d9e2c11b870,8218e065-6610-4a29-b085-428ba0d48e38,"Interpret the ""big picture"" to see beyond current capabilities for digital technology to improve health outcomes",2
d5a6cc07-4980-47d1-85bc-4f35c2331dd2,8218e065-6610-4a29-b085-428ba0d48e38,"Create a clear, compelling digital vision",3
391f6a55-63c1-4f58-b525-061cd302b9c2,8218e065-6610-4a29-b085-428ba0d48e38,Create clear roadmaps that align digital initiatives with institutional goals,4
37376f4a-fa5e-41d6-b039-6f7ab94f491e,8218e065-6610-4a29-b085-428ba0d48e38,Determine how to balance short-term wins with long-term transformation,5
7ab37fd0-288f-4785-9edb-7a4742d3add1,478618c9-c4ef-4ec4-8df4-2987458dfe61,"Foster an environment where calculated experimentation and risk-taking and learning from failure are encouraged and rewarded, as feasible within the health system",1
818d7ed7-a3aa-4d93-92cf-2a62739ce2d5,478618c9-c4ef-4ec4-8df4-2987458dfe61,"Provide space for brainstorming, human-centered design and other techniques to reveal new or refine insights about the utility of digital technology and novel digital health approaches or solutions",2
2af14ab2-efc2-4a58-a220-b9e98732f4c7,478618c9-c4ef-4ec4-8df4-2987458dfe61,"Foster continuous, evidence-based improvement and evolution",3
c23115e4-0a74-4578-803e-46600067339d,478618c9-c4ef-4ec4-8df4-2987458dfe61,"(Attributes: agility, resilience)",4
d26a6c96-dd0e-4cb1-9baa-da8c1b21d800,b85c2281-5731-4238-bf9c-63fa43cc356c,(Adapted from Competence Framework ‘Science for Policy’ for researchers),1
05c50882-62f4-47dc-a2cc-7d86380a918b,b85c2281-5731-4238-bf9c-63fa43cc356c,"Map key expertise, change agents and knowledge brokers in the domains that pertain to the digital health initiative including but not limited to health and digital health stakeholders at health informatics associations, digital health communities of practice, NGO implementers, the private sector, ICT and telecom sector and others (e.g. legal, finance and education sectors)",2
be3e2a9c-22fc-480f-b293-6984bd323654,b85c2281-5731-4238-bf9c-63fa43cc356c,Convene stakeholders and create opportunities for interdisciplinary exchange,3
b86112a6-67d4-4031-b606-0206cb3d417b,b85c2281-5731-4238-bf9c-63fa43cc356c,Create a coalition of leadership to lead the digital transformation or strategy from ideation to implementation,4
0da11ad6-b13d-4b20-baa6-c9d5f9380a2e,b85c2281-5731-4238-bf9c-63fa43cc356c,Cultivates an informal digital health expert network that continuously exchanges with the institution and/or relevant organizations and communities,5
866915a2-6183-4940-b5a4-b99a5bb01954,b85c2281-5731-4238-bf9c-63fa43cc356c,"Share state of the art expertise and evidence, and examples of success and failure for mutual learning.",6
1e36f944-e858-49f7-948a-70acbc650f95,f7fc25f0-c9c7-483b-8516-7a148d1f635e,"See SFIA ""Change and transformation"" category and subcategories Change planning, Change analysis, and Change implementation for universal skills",1
57d20f1b-b069-48c8-8c46-2ce764d63a2b,f7fc25f0-c9c7-483b-8516-7a148d1f635e,Identify a senior level leader who understands the value of digital health and is well-respected to act as the project champion,2
e1dae030-413c-4b14-82ff-5f825ba94423,f7fc25f0-c9c7-483b-8516-7a148d1f635e,"Conduct readiness assessments covering skills, culture/attitudes, existing systems, ongoing and planned projects, technology infrastructure, and procurement and other business processes to assess the size, nature and impact of organisational change as a result of the digital health implementation",3
d294524f-8a4c-46dd-a4d9-8e60b7feddb7,f7fc25f0-c9c7-483b-8516-7a148d1f635e,"Advocate for and secure resources (financial, human, technology, physical) to successfully institute the organizational changes necessitated by the digital health implementation. Changes could include new job positions, revised salary structure, new department, new facilities, new technology, service contracts, etc.",4
540df202-3c43-4933-b768-fcede155cad4,ec03cbb1-52a8-4f1e-926b-857f9c00f364,"Foster a culture of openness to change, humility, learning and sharing ideas between health and digital health staff",1
