competency_id,subdomain_id,competency_code,competency_title,competency_statement,sort_order
baf762ab-cece-4d3e-b4ba-9af3abb54f83,a7c6c492-44a8-40cc-86b7-d928571dc613,6.1.2,Use data coding and interoperability standards,Ensure that data are stored and coded so they can be interoperable with other datasets and easily used by other users.,125
9f4e90cc-2a4c-4198-a8b7-6187ce5dab83,a7c6c492-44a8-40cc-86b7-d928571dc613,6.1.3,Develop data security policies,Ensure policies that protect data are comprehensive.,126
eda5e207-7d7a-4fd1-ba56-bf8a73eda0e9,a7c6c492-44a8-40cc-86b7-d928571dc613,6.1.4,Follow data security policies,Ensure data is protected within and across systems.,127
1c64d6c3-3f1e-4eef-b424-2eaa9d5019be,40f3abf3-9bd1-4cfc-a651-ab45fb4a5daf,6.2.1,Develop data management strategy,"Identify data needs and develop strategy to obtain, verify, and organize that data and information",128
12b80304-57f9-4a47-85ec-3613addccf12,40f3abf3-9bd1-4cfc-a651-ab45fb4a5daf,6.2.2,Manage Data Creation,"Select appropriate methods, define precise data requirements, and ensure quality, relevance, and alignment with broader analytical goals.",129
bab49b5b-82c8-44b5-abbe-0daa460aa3ee,40f3abf3-9bd1-4cfc-a651-ab45fb4a5daf,6.2.3,Manage Data Collection,"Accurately capture, manage, and validate data to ensure it is fit for purpose and aligned with reporting needs",130
fdb5d69d-a1e5-474c-ad4d-eb4fc97a7b7e,40f3abf3-9bd1-4cfc-a651-ab45fb4a5daf,6.2.4,Manage Data Maintenance,"Create, manage, secure, and improve databases to ensure long-term usability, integrity, and compliance",131
47b02859-5650-46b7-a2d8-00ca72efddd3,40f3abf3-9bd1-4cfc-a651-ab45fb4a5daf,6.2.5,Perform Data Entry,"Accurately and efficiently record, transfer, and manage data across paper-based and digital platforms",132
138b2694-0743-457e-ad42-a7daf9a57be7,40f3abf3-9bd1-4cfc-a651-ab45fb4a5daf,6.2.6,Perform Data Cleaning,"Ensure accuracy, consistency, and usability of datasets through structured detection and correction of errors.",133
2a6ade60-bcc0-4c57-b908-060799242145,40f3abf3-9bd1-4cfc-a651-ab45fb4a5daf,6.2.7,Perform Data Validation,"Ensure that datasets meet required quality standards through systematic checks, corrections, and documentation.",134
546752bb-ab2d-4954-bf1e-b33ed977cfb9,40f3abf3-9bd1-4cfc-a651-ab45fb4a5daf,6.2.8,Perform Data Verification,Ensure the integrity and accuracy of data through systematic checks and verification across systems.,135
de3d2f78-2966-426f-bd13-3f909153b919,40f3abf3-9bd1-4cfc-a651-ab45fb4a5daf,6.2.9,Perform Data Transformation,"Convert raw data into structured, usable formats for analysis and reporting",136
89e1393d-c901-4791-97de-7f1e5692de4a,ef83a835-8f71-4ccb-8ca6-c6116c5bc5d4,6.3.1,Produce Descriptive Data Analysis,Summarize and interpret data to extract meaningful insights through both quantitative and qualitative methods,137
4a16d9f6-b2a9-458d-8bce-aa56be51f821,ef83a835-8f71-4ccb-8ca6-c6116c5bc5d4,6.3.2,Produce Diagnostic Data Analysis,"Identify patterns, relationships, and underlying causes in data to support deeper understanding and informed decision-making",138
44c16939-ea1e-4f1b-86ac-e2d878a10cf6,ef83a835-8f71-4ccb-8ca6-c6116c5bc5d4,6.3.3,Produce Predictive Data Analysis,"Use data-driven models to forecast future outcomes, identify trends, and support decision-making",139
78b8fab7-40cc-45d3-b6bc-8ebb8823f566,ef83a835-8f71-4ccb-8ca6-c6116c5bc5d4,6.3.4,Produce Prescriptive Data Analysis,Recommend actionable strategies based on data insights,140
d4236a23-4b05-4989-8851-bda69dd7d634,cc732773-3bb9-4b7f-b4b2-7a3af56b33c1,6.4.1,Demand and use information to derived insights,"Recognize the potential of health data to support current practice and enable new models of care, policies and practice",141
74a4e126-f170-4733-b34b-e0262ed3e6b4,cc732773-3bb9-4b7f-b4b2-7a3af56b33c1,6.4.2,Implement evidence based recommendations and policies,"Use information to develop, extend, and support evidence based care in critical decision making",142
58f43370-4b9e-4733-b3dd-db058892b6d2,cc732773-3bb9-4b7f-b4b2-7a3af56b33c1,6.4.3,Apply the principles of evidence-informed practice (from WHO-UHC),Apply the principles of evidence-informed practice (from WHO-UHC),143
427a3cdd-5a1d-4a8b-87db-ff89b79ccdeb,cc732773-3bb9-4b7f-b4b2-7a3af56b33c1,6.4.4,Perform Data Interpretation,"Make sense of raw or analyzed data by extracting meaningful insights, evaluating the validity of conclusions, and effectively communicating findings to various audiences",144
8117af5f-8a4e-4f1c-a3de-aa5741808203,cc732773-3bb9-4b7f-b4b2-7a3af56b33c1,6.4.5,Perform Data Integration,"Combine data from different sources to generate coherent, accurate, and actionable insights.",145
5fa54e49-373b-41b6-962f-a52530a24169,cc732773-3bb9-4b7f-b4b2-7a3af56b33c1,6.4.6,Develop Transfer to Action Recommendations,"Analyze findings and translate them into clear, evidence-based recommendations that guide decisions and planning",146
74260496-2582-4698-bfc1-b0b8e139e6cf,50d37470-7530-4d60-8782-cad27043f990,6.5.1,Perform Data Presentation and Reporting,"Communicate findings while ensuring accuracy, relevance, and integrity of the information shared.",147
4318bb85-b592-4d31-9379-b0dc4d5a6942,50d37470-7530-4d60-8782-cad27043f990,6.5.2,Demonstrate effective donor communications,Produce data analysis products that donors consume.,148
24e64d18-bb95-455e-9e9e-146e565199dd,50d37470-7530-4d60-8782-cad27043f990,6.5.3,Demonstrate effective government directed communications,Produce data analysis products that governments consume.,149
094a5aa6-ec2d-4efe-8415-0bbcfdaa4b9e,50d37470-7530-4d60-8782-cad27043f990,6.5.4,Demonstrate effective academic and research communications,Produce data analysis products that academics consume.,150
548acd87-ab3e-4299-aede-48f2f3236cb1,50d37470-7530-4d60-8782-cad27043f990,6.5.5,Demonstrate effective general population centered communication,Produce data analysis products that the general population consumes.,151
a8e8a214-4578-492f-93e8-a7c624d178b7,41a54937-8f3a-4be0-8b21-2b0c72957e59,7.1.1,"Use technical devices, software, applications, information technologies",Use a wide range of technical devices in a personal and professional context both individually and with others,152
1d4dda88-8192-44e6-b50e-4d06308d5733,41a54937-8f3a-4be0-8b21-2b0c72957e59,7.1.2,Support others in using technology,Support others with resolving technical challenges and problems and/or acting on technical opportunities.,153
5a628c26-99eb-4596-81da-a391fb033ff3,41a54937-8f3a-4be0-8b21-2b0c72957e59,7.1.3,Innovate with digital tools,"Use digital tools and technologies to try new practices, innovate, and look for new solutions with digital technology",154
49dec727-f60d-4c3d-b286-0dc17df96654,af2eb04b-29bc-4c05-9b6a-f6c9a59bbff4,7.2.1,Maintain digital identities,"Establish, manage, and protect appropriate digital identities across various platforms and services that support professional and organizational objectives while following applicable policies and safeguarding against security threats.",155
34d10288-3aad-4bff-9e87-4ed6e742d2b0,af2eb04b-29bc-4c05-9b6a-f6c9a59bbff4,7.2.2,Protect personal data and privacy,"Recognize privacy risks and threats to personal and health information, and implement appropriate data protection measures to ensure compliance with applicable laws, ethical standards, and organizational policies",156
5cc12429-b935-43f0-a0b5-8926f6cd5d9d,af2eb04b-29bc-4c05-9b6a-f6c9a59bbff4,7.2.3,Protect devices,"Protect devices and digital content accessed by or contained on the devices, and recognize risks and threats in physical environments and digital environments.",157
d874201f-be04-480e-ad3a-cda303bb5631,6881dfb8-9aae-442f-9f9e-4fa126d5fcd0,7.3.1,Use communication and collaboration technologies,Use a wide range of digital technologies to communicate and collaborate with people,158
6f705e38-dc42-490c-b596-9f6efba25b3f,6881dfb8-9aae-442f-9f9e-4fa126d5fcd0,7.3.2,Use digital technologies for information sharing,Use digital technologies to share information respectfully and appropriately with all people,159
796a1ed3-a122-43ef-97b8-f64041bf8334,6881dfb8-9aae-442f-9f9e-4fa126d5fcd0,7.3.3,Use digital technologies for teamwork and collaboration,Use digital technologies for teamwork and collaboration with others respectfully and appropriately,160
1eb8e3b8-8bc6-4fa8-882e-24976b97dd9e,22aa6625-fa66-4333-8d69-a4cc67a99985,7.4.1,Explain the basic production and use of information and data,Explain the basic production and use of information and data,161
46e86d8f-4066-4927-8d76-2ab70d755c95,22aa6625-fa66-4333-8d69-a4cc67a99985,7.4.2,Find or source information and data,"Search, browse, and filter information",162
89acf076-5e92-4e4c-8d7a-f74d167d2f37,22aa6625-fa66-4333-8d69-a4cc67a99985,7.4.3,"Read, interpret and analyze information and data","Critically analyse, evaluate and/or interpret information, data, content and their sources",163
10fed09a-ea5a-4df5-a29b-22ae9d047877,22aa6625-fa66-4333-8d69-a4cc67a99985,7.4.4,Facilitate the use of information and data,"Work with and champion the effective, secure, appropriate and innovative use of information, data and content",164
facd0d09-2a28-470e-8336-093d4871c3f5,6a2f86ba-9779-4015-86c2-0b51315063f9,7.5.1,Act as a digital champion or change agent,"Lead on and champion the effective, appropriate, creative and innovative use of digital technologies",165
6a9abdd1-63c8-4cb9-b6ab-257f60b73f47,6a2f86ba-9779-4015-86c2-0b51315063f9,7.5.2,Create and modify digital content,Create new digital resources and/or curate existing ones working individually or in collaboration with others,166
053ca044-dbd0-4061-9fbf-332a2288e760,6a2f86ba-9779-4015-86c2-0b51315063f9,7.5.3,Comply with digital copyright and licences,"Comply with copyright, subscriptions and licences for data, information and digital content",167
8540fd80-0390-4a01-8279-3d3fb26fb1c7,83d9a20f-522b-4c67-938f-766728af16cc,7.6.1,Champion and enable the development of staff safety and well-being,Champion and enable the development of staff safety and well-being throughout the organization,168
b4e074f2-bbb6-4795-a32f-063ed216b380,83d9a20f-522b-4c67-938f-766728af16cc,7.6.2,Develop and implement staff safety and well-being programs,Develop and implement programs and processes to manage staff psychological safety and well-being,169
4790886a-33a2-4d15-84a5-43c06abb692e,83d9a20f-522b-4c67-938f-766728af16cc,7.6.3,Maintain personal health and well-being,Maintain personal health and well-being,170
117a76d7-cbcb-42c6-8e42-88ebab69189e,f9af1c0e-68d6-40ce-904a-772b9453e555,8.1.1,Develop strategy for digital health workforce development,Develop digital health workforce development strategies matching the needs of a given context/institution,171
878ade8d-b900-4e47-95b5-73db9bcd4976,f9af1c0e-68d6-40ce-904a-772b9453e555,8.1.2,Implement digital health workforce development strategies,Implement workforce development initiatives in-line with the defined strategies and resources,172
185334ba-0007-4e5d-a2de-322cfab451d5,f9af1c0e-68d6-40ce-904a-772b9453e555,8.1.3,Facilitate institutionalization of workforce development strategies,Facilitate institutionalization of workforce development strategies in a given context/institution,173
97f62dae-89ff-47d8-98ac-d6a75d361cff,f9af1c0e-68d6-40ce-904a-772b9453e555,8.1.4,Monitor and evaluate digital health workforce development strategy,Monitor and evaluate digital health workforce development strategy according to strategy lifecycle and KPIs,174
e10dba82-b11f-42ad-9345-09b55b352205,f9af1c0e-68d6-40ce-904a-772b9453e555,8.1.5,Develop recruitment and retention strategies,Develop recruitment and retention strategies for a particular context/organization,175
65ade5ca-aabf-45bc-b173-846f1a2ec158,fa04e14f-c36e-476e-8586-0ff0c84d5bce,8.2.1,Identify learning development needs,Identify learning development needs according to a given context/institution,176
17971206-f9a4-4f78-830a-9ab8a577d3c7,fa04e14f-c36e-476e-8586-0ff0c84d5bce,8.2.2,Develop learning experiences,Develop learning experiences according to the needs of learners and the workforce,177
8b96a68b-6b86-4688-8a7f-80534ce29168,fa04e14f-c36e-476e-8586-0ff0c84d5bce,8.2.3,Deliver learning experiences,Deliver learning experiences fitting the contexual needs and resources,178
3db453c8-46a9-4457-b8a0-5796a7bf4e9c,fa04e14f-c36e-476e-8586-0ff0c84d5bce,8.2.4,Plan and conduct assessments,Design learner assessments aligned with learning outcomes and learning experiences,179
6965ca2d-f1ef-4bf3-803a-83b0828c3c31,fa04e14f-c36e-476e-8586-0ff0c84d5bce,8.2.5,Monitor and maintain learning experiences,"Monitor and maintain learning experiences according to quality standards, institutional policies,and other requirements",180
77654533-65e5-4d22-a06a-069a95d8eefe,fa04e14f-c36e-476e-8586-0ff0c84d5bce,8.2.6,"Mentor, coach, and teach others","Teach and mentor others, guiding their learning journey in digital health and fostering their personal and academic growth.",181
3c0a7e15-bea4-43f4-893e-53985356ca55,214bf0f6-b59e-468f-aed6-ed8c74284e27,8.3.1,Develop certification processes,Develops certification processes,182
785aa2c8-6c51-4b2a-95ea-abd0644316bf,214bf0f6-b59e-468f-aed6-ed8c74284e27,8.3.2,Develop program and accreditation standards,Develops and implements standards for accreditation and/or recognition of programmes/institutions delivering digital health training,183
ed2000d4-2e4a-456c-8a3d-f284da238765,214bf0f6-b59e-468f-aed6-ed8c74284e27,8.3.3,Design credentialling processes,Design and implement a credentiating process as per contexual requirements for legitimating digital health competencies gained,184
c8ecb10c-2334-4bae-9b88-855c2b46c5cf,6e1a2265-4397-4fc6-9042-a9b37cf13132,8.4.1,Develop personal and professional career development plans,Develop personal and professional career development plans aligned with career objectives and professional development goals,185
9817de4f-7853-414e-a10a-b1cbf0fe9802,6e1a2265-4397-4fc6-9042-a9b37cf13132,8.4.2,Maintain industry/professional networks,"Maintain industry/professional networks related to a specific role, occupation, or industry",186
586d46f2-51ca-4314-b485-90d6b7345b98,6e1a2265-4397-4fc6-9042-a9b37cf13132,8.4.3,Engage in lifelong learning and reflective practice (adapted from WHO-UHC Framework),Engage in lifelong learning and reflective practice (adapted from WHO-UHC Framework),187
1e48997c-591b-4408-9bac-e1a211dd872c,6e1a2265-4397-4fc6-9042-a9b37cf13132,8.4.4,Work within the limits of competence and scope of practice (adapted from WHO-UHC Framework),Work within the limits of competence and scope of practice (adapted from WHO-UHC Framework),188
fbc729ce-3266-4ced-aef6-eeb8ac542137,f6831040-fb4f-48a8-90f4-9bdb7a8885f3,8.5.1,"Apply effective technology and strategies for blended/hybrid/online learning, coaching and mentoring",Apply effective technologies and strategies for teaching online and/or in blended/hybrid learning environments,189
6620ec63-d144-4bdd-bf2d-dd51d3bcafff,f6831040-fb4f-48a8-90f4-9bdb7a8885f3,8.5.2,Design instruction that integrates appropriate technology,Design instruction that utilizes appropriate technologies to enhance teaching and learning,190
9263fd14-631b-4500-897a-8a673a8e9d1f,f6831040-fb4f-48a8-90f4-9bdb7a8885f3,8.5.3,Analyse and interpret learning and assessment data,Analyze and interpret data to inform and improve the learning experience.,191
5a1e107d-2875-480a-84e3-5c198d0b69c6,f6831040-fb4f-48a8-90f4-9bdb7a8885f3,8.5.4,Facilitate learner’s digital competence,Facilitate learner’s digital competence,192
2509755d-c3f6-42f3-90cf-1b20c63edcc9,ac03d358-52be-43c0-826d-63bd846c34c8,9.1.1,Define research scope,"Describe the broad R&D landscape for digital health and AI, and assess local needs and context to identify research gaps",193
ea40ef2c-3e62-4eea-873f-e718766e626b,ac03d358-52be-43c0-826d-63bd846c34c8,9.1.2,Select research design and methodology,"Discriminate between different study designs and methodologies, and choosing the appropriate ones to answer the research question",194
7d981e54-d1a4-4850-99f5-58ae34f17d1b,ac03d358-52be-43c0-826d-63bd846c34c8,9.1.3,Develop research grant application and secure resources to initiate study,Lead a research consortium to apply for regional and international grants,195
cf37a4f9-6da2-458e-9e3c-712bd25d2b89,ac03d358-52be-43c0-826d-63bd846c34c8,9.1.4,Develop research protocol,Articulate a detailed plan to operationalize the research study,196
a5d6f185-5843-43a0-a075-67b4bfe7312a,d5faa2b4-7f4d-4ed4-984f-447c0cc4a6f0,9.2.1,Gather data,"Define the data sources, gather the data and choose the appropriate data analytics processes",197
afe47ae7-72ce-4690-9b64-db6e8903dd6e,d5faa2b4-7f4d-4ed4-984f-447c0cc4a6f0,9.2.2,Manage and govern data,"Implement data management processes and tools according to the research questions and goals as well as set data policies to ensure the availability, usability, and security of the data",198
f6b498fa-44c4-4c45-94a3-83fafd99075c,d5faa2b4-7f4d-4ed4-984f-447c0cc4a6f0,9.2.3,Process and analyze data,Implement the appropriate methods and algorithms to create insights and links insights with decisions and actions,199
fafce69b-8b48-4e56-861a-ec3e16217358,d5faa2b4-7f4d-4ed4-984f-447c0cc4a6f0,9.2.4,Estimate and verify value,Operationalize the strategy and verify the value of the analytics-enhanced process,200
465e535c-b160-4370-9e1a-f4ba7b1602fa,6bb56a0d-a455-4c96-b77a-57ebcb87c2f4,9.3.1,Support research evaluation and validation,Contribute to planning the evaluation and validation of a research process in its entirety.,201
0124dbdf-e5ae-4af1-8a06-c9fb93280560,6bb56a0d-a455-4c96-b77a-57ebcb87c2f4,9.3.2,Plan research evaluation and validation,"As part of a team, plan, design and execute evaluation and validation a research process in its entirety.",202
799b9632-8b43-4a4e-866d-03b7f842e7c4,6bb56a0d-a455-4c96-b77a-57ebcb87c2f4,9.3.3,Design research evaluation and validation,"Coordinate the planning, designing and execution of an evaluation and validation of a research process in its entirety.",203
a169c968-d36f-4da7-89f6-ac5236e284f7,6bb56a0d-a455-4c96-b77a-57ebcb87c2f4,9.3.4,Lead research evaluation and validation,"Lead the planning, designing and implementation of an evaluation and validation of a research process.",204
07461c87-026c-4a6f-89bf-cf7cfff8ca44,c5d04d9a-ab55-4b19-9c85-88abf6d5b874,9.4.1,Describe the characteristics of the digital health intervention,Describe the evidence strength and quality of the intervention and assess its relative advantage,205
05d5a498-ad0b-433f-832a-a2f74f3d1ae3,c5d04d9a-ab55-4b19-9c85-88abf6d5b874,9.4.2,Explain and evaluate the implementation of the digital health intervention,Explain the implementation process and choose the right implementation trial design to evaluate the process,206
96a76393-9645-42cb-aeaf-a37834f167d9,c5d04d9a-ab55-4b19-9c85-88abf6d5b874,9.4.3,Apply systems theory and thinking to research and implementation,Demonstrate systems thinking in the design and conduct of research and implementation of its findings within the context of complex health systems,207
afc66266-80c0-46c9-ad93-ce1953681b7e,5c0966bd-d1bf-4622-8083-4ff9bce53d84,9.5.1,Identify evidence,Identify the right evidence that answers the pre-defined research question,208
8dd5e760-2dce-46e1-9612-d10d4c2a28ed,5c0966bd-d1bf-4622-8083-4ff9bce53d84,9.5.2,Define evidence synthesis strategy,Decide the method of evidence synthesis and presentation of results,209
bfe8359f-e10f-415e-b04e-2203d27dd4e2,5c0966bd-d1bf-4622-8083-4ff9bce53d84,9.5.3,Synthesise evidence,"Examine findings from research in DH & AI for factors such as validity, generalisability and relevance.",210
87b646b4-7700-42b8-b627-b7101b2c912c,5dcc0ff5-5647-49ed-a8ae-71134d273402,9.6.1,Engage collaborating partners,Engage collaborating partners strategically throughout the project lifecycle from development to implementation.,211
9f4a99e0-99fc-4284-b70b-5718226062f0,5dcc0ff5-5647-49ed-a8ae-71134d273402,9.6.2,Disseminate research findings,"Communicate research findings to a diverse audience, including both scientific and non-scientific stakeholders.",212
28c7741d-f39d-4d4f-8ec5-1d5870aa7049,5dcc0ff5-5647-49ed-a8ae-71134d273402,9.6.3,Translate research into policies,Translate research findings for evidence-based policy decision-making.,213
ea4d27f7-5d00-46a2-84bf-33d054768f41,5dcc0ff5-5647-49ed-a8ae-71134d273402,9.6.4,Engage stakeholders in research,Communicate and engage with diverse stakeholders throughout the research lifecycle to ensure research stays relevant to needs and demands of stakeholders,214
