criteria_id,competency_id,criteria_text,sort_order
f108dd5d-324a-48b0-8f55-2711ae7f2dd1,4ab299a3-adab-4f04-bae7-cc398226f810,"Explain how technology is not neutral: it can have political effects and reinforce social hierarchies and biases, societal or political power structures, intentionally or not; it can create or exacerbate inequalities and power asymmetries, all of which affects who benefits from digital health-enabled services (e.g. EMRs implemented only in higher resource areas where there is reliable power and internet (digital redlining); those who can afford smartphones vs those who do not)",6
0fc3b4dc-b7c9-43bd-847a-aeceac101c13,4ab299a3-adab-4f04-bae7-cc398226f810,"Recognize that the dominance of a few Global North companies in business tech software such as email, office software and cloud services creates dependencies and therefore vulnerabilities",7
3cb0bfca-c08f-4721-8588-f9b417856eb8,4ab299a3-adab-4f04-bae7-cc398226f810,"Describe the concept of digital colonialism, digital and data sovereignty, which includes data exploitation (e.g. WorldCoin), extractive data collection and data labeling in low-wage countries to train AI, to the transfer of mineral wealth from the Global South to produce electronics",8
8f48d4fe-aba3-4908-85cb-e2d154b4bad3,53a8877f-54c1-4ff0-b759-95cacacbef7e,"Describe the historic and contemporary socio-cultural context, practices and beliefs that can bias decisions and evidence.",1
ea4b204e-ad69-4032-ba54-92ae09dddbb0,53a8877f-54c1-4ff0-b759-95cacacbef7e,"Articulate the mechanisms of how historical and contemporary socio-cultural bias may be embedded explicitly or implicitly in primary and secondary data sources and algorithms being used in digital health (e.g., variable definitions, variables included or excluded, rationale or evidence used to justify inclusion/exclusion of variables, data gathering processes, and data use) and lead to harms and exclusions by sociocultural biased decisions of digital health algorithms.",2
309d1617-d380-4571-885c-0a22f36fb8e2,53a8877f-54c1-4ff0-b759-95cacacbef7e,"Identify how digital health and AI solutions, models and algorithms designed for and/or based on data from the Global North may not give relevant or correct results for the LMIC context",3
fbb13747-24e0-4b0e-b0b1-9ba64118d53a,5501f413-b6a0-46de-afcd-f5f2a5f7412f,"Recognize risks and harms to individuals, groups and systems from socio-cultural bias and discrimination embedded or encoded in digital health (including AI) design, testing, training, and implementation which can impact clinical decision-making, patient care (clinician understanding of patients’ needs, clinician-patient interactions, and quality of care provided to patients), service delivery, resource allocation, patient outcomes for populations that experience sociocultural bias, and overall society when there is uneven burden of disease across populations",1
c09e0214-afd7-416d-9999-ee1a42223c65,5501f413-b6a0-46de-afcd-f5f2a5f7412f,"Identify determinants of access to a given digital health offering among members of the public (e.g. rural vs urban, socioeconomic status).",2
de827626-2241-46ff-ae2d-0580dc1fefe6,5501f413-b6a0-46de-afcd-f5f2a5f7412f,Identify design and performance requirements to ensure it is accessible to the end users using methods that engage the intended end users,3
0a45a8a9-165c-437f-b4f0-46bb5476f712,5501f413-b6a0-46de-afcd-f5f2a5f7412f,"Identify technological supports and institutional and structural factors (e.g., internet/mobile network availability, device charge locations) and non-technological supports (e.g., cost, health and digital literacy training) necessary for the public to access and use a digital health solution and devices and which can facilitate or create barriers to these determinant of access and use of digital health",4
4a1f4c5b-5cc7-449b-ab2a-f24fa9908e88,8d776518-8b6c-4362-af9e-50541cfaad38,"Employ socio-cultural approaches for designing and building equitable digital health systems and minimizing the possible risks and harms, thereby creating socio-cultural awareness, such as:",1
3c5fdc65-a6e9-451e-8f76-9e12706a56fc,8d776518-8b6c-4362-af9e-50541cfaad38,"- consult diverse stakeholders throughout the life cycle, from concept to maintenance and monitoring; - leverage intermediaries who have a closer relationship to the beneficiary, client or patient to act as explainers and liaisons like CHWs, midwives, village leaders - adopt participatory, human-centered design, e.g. design with and by community members, not for them",2
d8a69ddb-0b9e-4a3c-a13b-c8a14f11bbcd,8d776518-8b6c-4362-af9e-50541cfaad38,"Use an intersectoral approach to mitigate against the impact of multiple and intersecting factors of vulnerability (gender, disability, age, ethnicity and other factors of discrimination) on the use of digital health and whether it impacts health equity and outcomes",3
26d2add9-1a39-4fbc-80b6-451c228cd539,8d776518-8b6c-4362-af9e-50541cfaad38,"Apply the basic ethical principles in the Belmont Report to identify the ethical implications of not using digital health in a way that supports care in an equitable manner (e.g., the “do no harm” component of beneficence, the unequal treatment component of justice)",4
fccddbb1-5ad2-489f-aba9-94dfd0f20a14,8d776518-8b6c-4362-af9e-50541cfaad38,"Incorporate ethical evaluation into the entire development lifecycle, using specific technical approaches, such as (AI subset provided as this is an evolving field): - model cards - RLHF - reinforcement learning with human feedback - red teaming - algorithmic audits - federated learning - edge AI",5
a4327a3c-513d-4016-95a8-8bb8df9f218d,8d776518-8b6c-4362-af9e-50541cfaad38,"Use frameworks, tools, and platforms for testing responsible AI (subset provided as this is an evolving field): - NIST AI Risk Management Framework - Singapore AI Verify - responsible AI validation platforms from private companies",6
16a5ebdc-1c0d-4726-967e-e142b83820b4,8d776518-8b6c-4362-af9e-50541cfaad38,Investigate newer technologies and approaches such as data trusts and blockchain as methods for ensuring data integrity and transparency for the appropriate use case,7
9b312295-6b40-4f5f-b137-894671580c4e,8d776518-8b6c-4362-af9e-50541cfaad38,"Acquire funds to address digital inequity which will exacerbate health inequities, such as: - invest in resilient local digital infrastructure (connectivity, power, redundancy) - invest in local digital health and AI staff skills building and companies",8
bded5942-5bd7-4966-b62b-9209db1f4553,8d776518-8b6c-4362-af9e-50541cfaad38,"Apply inclusive/universal design: design for all people, all abilities, flexible and adaptible",9
03441574-584b-425a-bbc5-1df5093952ff,8d550e1d-9884-4d76-9340-1f3ee51019d7,"Identify privacy and surveillance risks from biometric identification tools such as facial recognition, fingerprint ID, GPS tracking",1
750da313-a929-4b28-8f4e-489e757f752f,4023e51b-a569-40b3-842d-b154b1beeb8d,Describe the requirements for documenting informed consent,1
6e8b46ba-f10b-4cf4-b57e-093bb06e7253,4023e51b-a569-40b3-842d-b154b1beeb8d,Describe the process for documenting informed consent,2
7046360f-c847-42b6-87b9-4d71e0cf9199,4023e51b-a569-40b3-842d-b154b1beeb8d,Conduct process for obtaining informed consent,3
cb8f6134-c834-4880-9a6c-9683b53b0093,e32d990d-cbb0-486e-b908-2877275edb4d,"Maintain administrative, technical, and physical safeguards for authorization",1
2c448c9d-aebd-4c02-adb3-bafeac520b20,deace25f-137e-4781-865d-da87c870e105,Establish security audit process,1
4fc1725f-f3ed-41d9-9d87-2c6082c6c452,64604a41-f77f-43fc-b723-acaf82b83466,"Navigate the balance the privacy and security of health information and data with improved healthcare delivery, health technology development, health system management, and resource utilization",1
4db9afcf-371f-4851-af4e-363ea2f3f6b9,0a772660-7fe9-4b39-b073-38c0b1eb763f,Assess blind spots for harm prevention,1
775aaeb6-34d5-4caa-921d-4804997183da,0a772660-7fe9-4b39-b073-38c0b1eb763f,Adhere to ethical principles in implementation and development of digital health tools,2
149916a8-639e-43a6-b06b-e828d01cb647,8d47d5da-fb6c-4761-845f-72c26d5437ea,"Act with honesty, integrity and transparency",1
ff2eab7b-d948-479f-8039-5aebb559281e,8d47d5da-fb6c-4761-845f-72c26d5437ea,"Uphold legal and ethical principles, including capacity, confidentiality, consent, conflict of interest, duty of care, dignity, privacy and safeguarding",2
e3c5d82c-de5a-4623-8b93-8b20d3ce3ef6,8d47d5da-fb6c-4761-845f-72c26d5437ea,Consult with others in situations with ethical implications,3
f527d2b6-34a3-41e1-94e2-a8dc2cd7fbff,8d47d5da-fb6c-4761-845f-72c26d5437ea,Refuses individual gifts or other forms of influence intended to coerce or invite personal favour,4
8ad6e001-193b-4d5b-83bb-b3035eacde40,1a84b8c4-41c7-458f-9140-ec97ad9829b5,Support people to develop their health literacy,1
d8d2ceb2-4cdf-48c4-8ba2-d22168ad8f52,1a84b8c4-41c7-458f-9140-ec97ad9829b5,"Demonstrate respect for the autonomy, goals, perspectives, preferences, priorities and rights of individuals, caregivers, families and communities",2
708169d8-600e-4008-98e0-ab2e97db6581,1a84b8c4-41c7-458f-9140-ec97ad9829b5,Support people to develop strategies or access tools to manage their own health and well-being,3
16010f1e-9160-4113-ade9-22355b22dc67,08c73c55-2a1e-4d10-bd58-e24bf512e251,"Demonstrate compassion, empathy and respect for all people",1
ec4f480e-417f-4181-9a7e-9e6c335ffda3,08c73c55-2a1e-4d10-bd58-e24bf512e251,"Adoptsan approach to practice that is non-blaming, non-discriminatory, non-judgemental and non-stigmatizing",2
ed038e6f-2e9f-48ce-9966-22c645e1cc9e,08c73c55-2a1e-4d10-bd58-e24bf512e251,"Maintain self-awareness around own beliefs, biases, emotional responses and values",3
33e06857-0edc-4836-a202-ddfaf5d3b429,08c73c55-2a1e-4d10-bd58-e24bf512e251,Demonstrates cultural sensitivity,4
1d89fbc1-692a-4d9c-bddc-ec4031817e2e,08c73c55-2a1e-4d10-bd58-e24bf512e251,Embraces individual differences and cultural diversity,5
cae43b7e-aba0-4a6f-9a31-126a241cc6bb,08c73c55-2a1e-4d10-bd58-e24bf512e251,"Challenges the causes and consequences of discrimination, exclusion, prejudice, stigma and other barriers to accessing and utilizing health services",6
4ce9fb58-5ef8-4eb0-9695-4ccc4418b7f2,af0e3127-79ae-4722-bc0a-9c3b6fb2ed3b,"Support people to challenge or address their economic, environmental, political and social determinants of health",1
fbd29cf5-9924-4895-aca6-865f8ade2b5f,af0e3127-79ae-4722-bc0a-9c3b6fb2ed3b,Support people to manage their health within health system constraints and their determinants of health,2
f8ac1b24-9337-4600-815b-f03a322f2c6d,af0e3127-79ae-4722-bc0a-9c3b6fb2ed3b,"Incorporate health promotion and disability, disease and injury prevention into interactions",3
95eed3ca-5988-4f65-a652-2147db237dc3,af0e3127-79ae-4722-bc0a-9c3b6fb2ed3b,"Support individuals, caregivers, families and communities to adopt healthy behaviours",4
d16c3a9d-8530-4bb3-a57e-030bbd91ad1a,af0e3127-79ae-4722-bc0a-9c3b6fb2ed3b,Contribute to protecting vulnerable populations,5
0ef04d9c-e297-4341-8910-ee2295a74776,43407734-9da0-4c8c-b84e-c0a95d4d7fec,"Adhere to safety protocols that avoid adverse events, health care errors, and incidents of harm and unsafe practice",1
e18dfcff-3fb6-4fb7-84eb-bef1b70642aa,43407734-9da0-4c8c-b84e-c0a95d4d7fec,Learn from what works and what has not gone well,2
8a9fd25c-9abc-4287-a71f-d5217ae2782e,43407734-9da0-4c8c-b84e-c0a95d4d7fec,Offer suggestions for improvement to address identified problems,3
a4020b79-519c-4ab8-9022-5f0a611d4b3b,43407734-9da0-4c8c-b84e-c0a95d4d7fec,Participate in quality measurement and continuous quality improvement processes,4
6e8c9520-6a2d-49b4-88d7-96c39623227e,c9796ebb-6a24-4979-b90a-dab98e7c04be,"Describe historical and contemporary examples of health IT interventions and programs that have been sustainable and unsustainable, intervention/program management factors that contributed to (un)sustainability, and the ethical and equity factors that contributed to program sustainability success or failure, especially within developing countries and communities that are systematically underserved and marginalized",1
1bab7865-c564-4d71-9b50-9ca6cf80bb89,c9796ebb-6a24-4979-b90a-dab98e7c04be,"Identify relevant health IT, digital equity, and/or program sustainability frameworks and strategies to identify factors that are key contributors to sustainability and that can be used to develop new inverventions/programs or evaluate and improve existing interventions/programs, especaially from an ethical and equity perspective",2
2e7fa94c-f76b-41ec-a101-710fdc4b4527,6fdc2d23-4de0-4d03-8372-408a1c2cbd64,"Identify mechanisms in which health information technologies contribute to climate change and enviornmental disasters, such as the intensive resources needed to power digital and AI infrastructure; and the digital value chain from the extraction of critical minerals to the dumping of e-waste",1
4a4754ff-ec46-49b4-b8ab-36db66e165ef,6fdc2d23-4de0-4d03-8372-408a1c2cbd64,"Identify how climate and enviornmental hazards can negatively impact access to and functioning of health IT, especially for satety net/public healthcare organizations and populations that are disproportionately impacted by climate change and enviornmental disasters",2
345187e9-fbbb-4f83-9d05-f47df84bb240,6fdc2d23-4de0-4d03-8372-408a1c2cbd64,Identify strategies to support health IT resilliance to climate change and enironmental disasters,3
a9de6675-453b-40a3-a1a1-2795253380c8,dc50ae24-66ad-4377-81b5-7b619efb408e,Identify mechanisms in which health information technologies can mitigate climate change,1
48b065d9-049c-4400-88ec-eee57748c511,dc50ae24-66ad-4377-81b5-7b619efb408e,Identify strategies for using health IT to support disaster preparadness and disaster responses that are equitable especially among populatons disproportionatley impacted by climate change and enviornmental disasters,2
32d19afd-6dc5-4707-b5eb-f21203ad0c19,07647b18-9682-4d3a-ac14-65d7e7693bff,"Consider the energy use, carbon footprint, and resource requirements of digital health systems when proposing, planning, or approving new projects, policies, or technologies",1
485cdbfe-1436-4550-a515-da8049ca7965,07647b18-9682-4d3a-ac14-65d7e7693bff,"Evaluate energy efficiency specifications when selecting hardware, software, and cloud services for digital health initiatives",2
56d9ae0c-636e-4ed1-ae38-3f14a67e0de3,07647b18-9682-4d3a-ac14-65d7e7693bff,Incorporate environmental sustainability criteria into vendor selection processes and technology procurement decisions,3
cf30ce52-789d-411b-8df3-be3e1204d31d,7df1fa5c-38ed-43cd-a00e-4d80b8ad6190,"Consider environmental factors when making decisions about data center locations, server infrastructure, and network architecture",1
3983a507-7f45-4080-bce4-b5fa59f22336,7df1fa5c-38ed-43cd-a00e-4d80b8ad6190,"Apply energy-efficient practices in data management, such as optimizing data storage, reducing unnecessary data transfers, and scheduling resource-intensive processes during off-peak hours",2
31e7df31-f69b-4f11-9f97-4d6fbbaa1786,7df1fa5c-38ed-43cd-a00e-4d80b8ad6190,"Promote sustainable use of digital tools by establishing guidelines for appropriate technology use (e.g., when to use computationally intensive AI/ML models versus simpler solutions)",3
84938b1a-6cbb-4a3b-adb9-938160190fc0,7df1fa5c-38ed-43cd-a00e-4d80b8ad6190,Advocate for renewable energy sources and energy-efficient cooling systems in digital health facility planning,4
2f50fb0f-bbba-4eaf-866f-461961072100,dddf649a-0243-484d-83b8-583db46bb624,Develop and implement policies for responsible disposal and recycling of electronic equipment and devices,1
4c1658c3-f9a8-4296-a724-412d280b418f,dddf649a-0243-484d-83b8-583db46bb624,Plan for equipment lifecycle management that maximizes useful life while minimizing environmental waste,2
a5718337-f4b0-4ff6-80a1-64f0db2eb0ea,90f616a5-4c8f-4869-8c4b-562a70b4cf2d,"Track and measure environmental metrics (energy consumption, carbon footprint, e-waste generation) related to digital health activities",1
f27076ba-ed51-41cb-b406-2bc8ce5f4417,90f616a5-4c8f-4869-8c4b-562a70b4cf2d,Communicate environmental impact data to stakeholders and use findings to inform continuous improvement of sustainability practices,2
4a69afba-73e4-4e7b-94fe-b8162037074a,90f616a5-4c8f-4869-8c4b-562a70b4cf2d,Adjust operations to improve sustainability based on monitoring results,3
84571d64-e7d9-4557-a672-f0e437f9d858,7867e468-66b4-43e4-bf81-a7c99401ef19,"Encourage the use of energy-efficient hardware, cloud services, and software within the organization or project, and advocate for minimizing environmental impact in daily operations.",1
446bf973-e7b3-486f-ac6f-42a828463d13,7867e468-66b4-43e4-bf81-a7c99401ef19,"Participate in, contribute to, or lead the development and implementation of organizational policies and national guidelines for sustainable digital health operations (such as responsible e-waste management and sustainable procurement).",2
26774750-3e25-4024-b962-2bc0def3cff3,7867e468-66b4-43e4-bf81-a7c99401ef19,"Raise awareness among team members, partners, and stakeholders about environmentally responsible digital health practices, and foster a culture of sustainability.",3
be5df627-afc0-4cae-a954-bd149b28be15,602ffce3-e51a-4751-a64f-31c5e44cdf6b,Conduct horizon/foresight scanning of events,1
694efa61-7c12-42fe-befa-df741ca90079,602ffce3-e51a-4751-a64f-31c5e44cdf6b,Identify emerging issues for digital health,2
63403059-0970-4e93-ba4e-a0face8745fb,602ffce3-e51a-4751-a64f-31c5e44cdf6b,"Clearly define the problem, objective/goal and scope of the proposed policy, regulation or governance",3
7fed1b2a-db73-4537-aa81-e683af087d58,602ffce3-e51a-4751-a64f-31c5e44cdf6b,Produce an analysis of evidence needs and gaps to inform further action,4
65191944-11ee-42b1-aba7-4f1760324d32,602ffce3-e51a-4751-a64f-31c5e44cdf6b,Gather evidence to frame the issue or fill knowlege gaps,5
c47e6c8e-1690-4ff9-b87a-1fe3aedce799,602ffce3-e51a-4751-a64f-31c5e44cdf6b,"Analyze the regulatory or policy impact for digital health within the given context/institution of new action plans, agendas, agreements, blueprints, master plans, mechanisms, roadmaps and strategies such as WHO Global Strategy on Digital Health, Global Financing Facility (GFF), International Health Regulations, Africa Health Strategy 2016–2030 (African Union), Asia Pacific Health Security Action Framework (APHSAF), etc.",6
50584562-3fa8-44c2-b452-4300cd9a0b89,602ffce3-e51a-4751-a64f-31c5e44cdf6b,"Analyze implications for digital health of existing, new or revised policies, regulations or governance such as those for AI, data privacy and protection; digital and data sovereignty; product and service liability; information transparency; human rights, IP/copyright law, cybersecurity.",7
8dfe5dc1-363e-494e-bab1-2d765f710f5e,602ffce3-e51a-4751-a64f-31c5e44cdf6b,"Prepare briefings and speeches related to digital health using plain language, analogies, storytelling and other techniques to explain technical concepts in a clear, relatable and succinct way",8
ec4a2721-f5eb-4521-afe4-7de35ffb2ac6,858eacbd-2a25-4a5c-8aec-3f188846758f,"Study multiple strategies to identify the optimum policy, regulation or governance approach",1
997e400d-4616-4b2d-b3cf-acf52d55de73,858eacbd-2a25-4a5c-8aec-3f188846758f,"Advise or design options or interventions fit to sustainably address a policy, regulatory or governance issue, applying best available evidence and data as well as latest design methods.",2
4d06e096-060b-4d26-af9e-f755689c9e76,858eacbd-2a25-4a5c-8aec-3f188846758f,"Plan, design, and execute an evaluation of a policy, regulatory or governance intervention",3
5af077ea-2a67-44a2-9fe7-489a9cd9abcf,858eacbd-2a25-4a5c-8aec-3f188846758f,"Use a regulatory sandbox to test regulations during their drafting or development, providing a safe space for experimentation with digital health solutions and regulatory learning before regulations are finalized or broadly implemented",4
b42e28c2-e8e4-4f50-9cf8-07f12f845628,858eacbd-2a25-4a5c-8aec-3f188846758f,"Articulate the digital health implications of the options, including evidence, trade-offs, spill-over effects, limitations and uncertainties, comprehensively and accurately.",5
d6633d2c-f64e-4297-8c97-64981e0e75ec,858eacbd-2a25-4a5c-8aec-3f188846758f,"Align with digital health strategy at the organization, local, or national level and/or international level such as WHO Digital Health Strategy",6
a2a75df5-80f7-4c6b-a776-3b889f06da72,858eacbd-2a25-4a5c-8aec-3f188846758f,"Integrate lessons, best practices and exemplars in digital health into draft policies, regulations, or governance mechanisms",7
bbc45ebb-8b31-4cef-a3ed-31b5df968869,858eacbd-2a25-4a5c-8aec-3f188846758f,"Consult diverse stakeholder and expert groups, such as other digital and data governance bodies, health informatics associations, digital health communities of practice, NGO implementers, the private sector, ICT and telecom sector and others (e.g. legal, finance and education sectors) as relevant to gather input, feedback and gain buy-in.",8
afc85ab0-7701-4982-8575-e5bdf289db8a,cfb0cae4-6999-46e8-94b7-c153b664e71c,"Obtain resources for implementation (human, financial, physical)",1
537532a9-950c-4f56-a44a-c3ba619bb061,cfb0cae4-6999-46e8-94b7-c153b664e71c,"Procure necessary digital technologies, systems and service contracts to support the new policy, regulation or governance mechanism",2
7db2fc6e-bb24-4b69-998f-2b516b23e0b7,cfb0cae4-6999-46e8-94b7-c153b664e71c,"Establish separate governance and oversight body, governing structure and processes (may be external)",3
741388b3-9128-42a1-a5c5-5116775eab81,cfb0cae4-6999-46e8-94b7-c153b664e71c,"Disseminate, inform and educate on policy, regulation or governance mechanisms especially with stakeholders such as the health and digital health leaders in the health system, private sector, other digital and data governance bodies, health informatics associations, NGO implementers, digital health communities of practice, etc.",4
bbfc3bcd-72b0-4138-9f74-edd6334fb65e,cfb0cae4-6999-46e8-94b7-c153b664e71c,Monitor to ensure correct and complete implementation,5
35111dd5-5edf-4f90-9b27-321822d5499c,c53539eb-fe59-4ccf-a864-ab932f05c409,Apply change management methodologies to facilitate adoption,1
e7e35f10-f9b8-433b-9444-7863a64fdc6c,c53539eb-fe59-4ccf-a864-ab932f05c409,"Set accountability standards and performance expectations to ensure consistent adherence to policies, regulations and governance mechanisms",2
cf78741e-7183-472a-861a-e01b99c498a3,c53539eb-fe59-4ccf-a864-ab932f05c409,"Address politically sensitive areas that affect the adoption of the policy, regulation or governance area, such as data sovereignty, data ownership, privacy concerns, etc.",3
0a8f6d33-044f-4ab7-b539-1d0f60d1fc1a,4c993e28-b4ea-48d9-b151-0a2d04385ba6,"Assess the effectiveness and success of the policy, regulation or governance mechanism.",1
8f6f3edd-c51d-4115-9775-8fe870516d24,4c993e28-b4ea-48d9-b151-0a2d04385ba6,"Monitor to determine if the policy, regulation or governance mechanism can continue as is or should be updated or terminated if deemed redundant, accomplished, or ineffective, based on evidence and data",2
30dc812c-58fd-47ff-ba67-5a91c99f925d,0af82d6f-1d7d-4d9d-938a-2ff0eb214ca1,Develop KPIs and reporting mechanisms,1
d529b7be-bd8c-4825-ae84-e25e258b70f9,0af82d6f-1d7d-4d9d-938a-2ff0eb214ca1,Produce KPI reports,2
64130052-1303-4ae8-89dc-469d2010a9ec,0af82d6f-1d7d-4d9d-938a-2ff0eb214ca1,Develop the monitoring and compliance mechanisms,3
4f6094f7-beff-4f92-875f-7a4889634e06,0af82d6f-1d7d-4d9d-938a-2ff0eb214ca1,Monitor compliance,4
fbef1304-95c5-4531-ac00-bdc46ad65273,0af82d6f-1d7d-4d9d-938a-2ff0eb214ca1,Support and answer questions,5
25b2450f-2a06-492d-9180-73de0c0e6ebd,1f526fd4-377e-481e-9e44-d7c8a443a6fc,Review processes that apply to ones' job,1
9a5f3024-cf01-4db9-8a9c-c7a86855cf3d,1f526fd4-377e-481e-9e44-d7c8a443a6fc,"Comply with any governance requirements, policies, regulations",2
91c10981-53a0-4b37-b007-31982a0a9748,1f526fd4-377e-481e-9e44-d7c8a443a6fc,"Complete required training and documentation per the policies, regulations, KPis, etc.",3
707f2575-77f0-45ff-ba68-5616b320e4f6,93dca835-9489-44a2-87da-59377257207b,Establish strategic objectives to guide long-term goals and priorities for use of digital solutions,1
daadd446-8936-4a9a-af97-6e76151d9483,93dca835-9489-44a2-87da-59377257207b,Conduct landscape review of digital health implementations within the given context/institution,2
1c0966cc-5904-407d-a27b-c95f79e26891,93dca835-9489-44a2-87da-59377257207b,Integrate technology with organizational strategies.,3
8829745c-1a35-47e2-b76c-8947d7f0ee5a,93dca835-9489-44a2-87da-59377257207b,Develop roll out plans.,4
eceff0e2-cbfa-440b-9802-07a08b8fece0,93dca835-9489-44a2-87da-59377257207b,Establish and Practice strategic thinking process to effectively lead the team to achieve the vision.,5
e8236b46-d419-4a48-bf62-a2f48bd6b197,93dca835-9489-44a2-87da-59377257207b,"Align the digital health strategy with new action plans, agendas, agreements, blueprints, master plans, mechanisms, roadmaps and strategies such as WHO Global Strategy on Digital Health, PAHO Regional Digital Health Strategy for the Americas, Africa CDC Digital Transformation Strategy, Regional Action Framework on Digital Health in the Western Pacific, etc. as relevant to the given context/institution",6
a16e8239-1ce2-4191-8df4-180e4b149c55,fafd66eb-3b07-46b3-b0a2-b68f8ed97450,Plan implementation activities aligned with digital health strategy,1
bda4d67a-7942-4980-abbf-e9d8d2ab60bb,fafd66eb-3b07-46b3-b0a2-b68f8ed97450,Identify and allocate resources required for implementation activities,2
465195ca-dfd9-47b5-a8a0-bac7f56be5d5,fafd66eb-3b07-46b3-b0a2-b68f8ed97450,Lead and manage digital health initatives according to implementation plan,3
c329ef9b-e0c4-42f4-b093-7b1d72b97bac,2ff87539-c09e-40b8-9c17-1fa3dd6e086d,Sensitize the digital health strategies to the relevant stakeholders,1
302747c6-b09b-43ee-b70f-322173410c9e,2ff87539-c09e-40b8-9c17-1fa3dd6e086d,"Adapt existing or create new health and ICT policies, frameworks, etc. in accordance with the digital health strategies.",2
1c8e7449-52aa-4a2a-b207-29a900c36265,2ff87539-c09e-40b8-9c17-1fa3dd6e086d,Facilitate the change management process necessary to implement the digital health strategies within the organization,3
2963f5b2-78a4-40d6-8e05-98ba51bc870c,a3f5dd47-d7a9-4cb8-88f4-12200e9c0feb,Develop monitoring and evaluation lifecycle and KPIs,1
d46712b5-6f6b-446e-a5f0-f0d6ecafddd9,a3f5dd47-d7a9-4cb8-88f4-12200e9c0feb,Define the purpose and the scope of the digital health strategy M/E mechanism,2
a9a1f29a-54f5-494d-90cd-d8c035860e66,a3f5dd47-d7a9-4cb8-88f4-12200e9c0feb,Identify an appropriate framework to monitor and evaluate the digital health strategy,3
86d3d059-eb72-4aa4-8a81-b11d3950aeb8,a3f5dd47-d7a9-4cb8-88f4-12200e9c0feb,Develop a logic model for the digital health strategy implementation,4
6f8e8d08-2f00-445e-96a4-b094ab5b43d0,a3f5dd47-d7a9-4cb8-88f4-12200e9c0feb,Determine what key performance indicators need to be monitored to evaluate the digital health strategy,5
f3e132bc-49a3-4fd3-b506-6ccae358bd22,a3f5dd47-d7a9-4cb8-88f4-12200e9c0feb,Collect and analyze data keeping in mind the specific requirements for dissemination and reporting,6
8b1f9dd9-6972-43af-aa69-e4c163375827,a3f5dd47-d7a9-4cb8-88f4-12200e9c0feb,Leverage the data to make course corrections and refinements.,7
efd1a1f8-e36f-40b1-9bac-cc190d73ef10,959c934a-a3eb-4efc-82e4-9ee912cb441e,"Develop and implement a negotiation strategy for a digital health strategy, transformation plan, policy initiative, etc.",1
7a61f37a-4dc7-4921-b87c-4707cf60b293,959c934a-a3eb-4efc-82e4-9ee912cb441e,Communicate effectively at the negotiation table and outside.,2
be1c3076-9fd7-4d5c-b535-ffd4015ac24a,959c934a-a3eb-4efc-82e4-9ee912cb441e,"Create, convey and rebut arguments.",3
eface588-a7a8-44a3-8ce1-8b5a49fe4568,b8052df1-2a27-4c7e-b2ae-813e6a5fa5e1,"Anticipate technological trends alongside global health and other trends (e.g. economic, environmental, demographic)",1
aace0ea1-406d-4b7e-b480-57a42f797472,b8052df1-2a27-4c7e-b2ae-813e6a5fa5e1,"Interpret the ""big picture"" to see beyond current capabilities for digital technology to improve health outcomes",2
541376c9-4daf-4331-8eb0-c65f0d2ea24e,b8052df1-2a27-4c7e-b2ae-813e6a5fa5e1,"Create a clear, compelling digital vision",3
91bb34ec-5168-4903-9cb6-0b75a0473383,b8052df1-2a27-4c7e-b2ae-813e6a5fa5e1,Create clear roadmaps that align digital initiatives with institutional goals,4
e6f4a015-ab32-41c8-baf4-497c144f270d,b8052df1-2a27-4c7e-b2ae-813e6a5fa5e1,Determine how to balance short-term wins with long-term transformation,5
e6ae98ad-0f5e-433f-ba08-620f083ba88d,3d62f2fd-8aa7-4238-8336-a5fd43b07a21,"Foster an environment where calculated experimentation and risk-taking and learning from failure are encouraged and rewarded, as feasible within the health system",1
e66b0e55-abd5-48fa-a07c-cb140cc968c3,3d62f2fd-8aa7-4238-8336-a5fd43b07a21,"Provide space for brainstorming, human-centered design and other techniques to reveal new or refine insights about the utility of digital technology and novel digital health approaches or solutions",2
63b52aa9-ba5a-4a97-9696-5fcc6b196926,3d62f2fd-8aa7-4238-8336-a5fd43b07a21,"Advocate for and support the adoption of innovative digital practices within health contexts, including making the case for investment or resource allocation to pilot promising solutions and larger digital innovation initiatives",3
cd060210-ccd0-4d4f-8fc4-ab990e75896d,3d62f2fd-8aa7-4238-8336-a5fd43b07a21,"Foster continuous, evidence-based improvement and evolution",4
9d8f5572-9f3f-4361-be4a-74fa98b16c45,bdf7f545-21ad-4757-9fbf-a82de66aed90,"Map key expertise, change agents and knowledge brokers in the domains that pertain to the digital health initiative including but not limited to the public and private health sector, national health insurance or social protection commission, health informatics associations, digital health communities of practice, NGO implementers, ICT and telecom sector and others (e.g. business, legal, finance and education sectors)",1
332f1f7d-e5d3-453d-a27c-feec8498e1b5,bdf7f545-21ad-4757-9fbf-a82de66aed90,Convene stakeholders and create opportunities for interdisciplinary exchange,2
5bdc9df5-4e56-45ff-8c54-4dec94fdba72,bdf7f545-21ad-4757-9fbf-a82de66aed90,Create a coalition of leadership to lead the digital transformation or strategy from ideation to implementation,3
fd994f35-73f8-4576-aa03-15c0f7d50a3c,bdf7f545-21ad-4757-9fbf-a82de66aed90,Cultivate an informal digital health expert network that continuously exchanges with the institution and/or relevant organizations and communities,4
